"Year","Month","VirginiaPortionofWashingtonDC","theCommonwealthofVirginia","Blacksburg/WythevilleMarket","CharlottesvilleMarket","WashingtonDC-MD-VAMarket","Richmond/PetersburgMarket","Staunton/HarrisonburgMarket","LynchburgMarket","RoanokeMarket","HamptonRoadsMarket"
"2005","Jan","65.5012615833719","38.2228383317108","17.8936437190883","34.4706273093369","71.1899423661661","33.1832632319868","22.7541447766812","21.1006599398664","22.2699523731731","23.1441353092967"
"2005","Feb","73.6402070103505","44.8103863789043","21.8762133294843","43.6827656738371","84.4929262711258","36.9841060102688","28.3551997810618","27.6332092078537","27.9150690077355","30.0982416578233"
"2005","Mar","87.1065856371325","52.7405607966584","28.8174508731868","51.4092664092664","98.9263909121865","42.7510540819547","30.6289951798294","27.5262829332925","33.46231323121","37.0923709197498"
"2005","Apr","97.3332674587121","62.1566108634291","36.8844965104685","67.9322501072501","112.385471704383","46.5726262893414","40.4533248190719","34.8586624539231","41.5393065835605","47.5780129236152"
"2005","May","94.5135242462723","61.8672515644501","34.7579439102048","71.8062959272636","106.861375599531","46.3286312718089","43.4615581098339","37.4484023849564","38.1472913027633","51.2693793498191"
"2005","Jun","97.5867730019628","69.1242761150868","33.9326520438683","68.6969755469755","105.454085424008","48.1123009191047","44.1965385946694","35.1281332280147","40.3601044144858","70.9364706759072"
"2005","Jul","86.6527912902478","70.9069262064805","43.1883547666872","71.2363826960601","92.274791765255","46.7972888559963","49.8445884835694","34.7853157009631","45.832480622138","86.3667609496101"
"2005","Aug","81.0934848764293","66.7704292822922","43.1068573394899","66.2314734088927","83.886050022368","48.0340817758282","45.7652497236458","37.8425189828262","40.8513596480008","77.9443573562948"
"2005","Sep","90.0676626091233","60.4751950166662","38.5824587706146","63.8044079794079","101.607584935862","48.9223694397522","40.5431759513698","33.3899815692469","39.3226870208828","49.9380796810542"
"2005","Oct","95.9880527064171","61.4760720125766","42.389951686106","78.2852991240088","109.181754776524","44.4727277680906","50.2834406453224","41.1265351882994","47.3274794709779","42.3509290487537"
"2005","Nov","82.0217665349385","50.5802546539042","33.7953521600268","60.7809845559845","90.2154679590973","39.0222304335585","34.1195769839287","28.980989994734","39.170982024848","32.7507423884071"
"2005","Dec","56.3159517477935","37.0123001897025","21.8705122574138","35.7090858139245","63.3080099914265","30.1196582797515","24.3596415591532","24.8932884879987","27.2668325189941","27.2202915667429"
"2006","Jan","66.6712318109846","40.0419832569999","21.3873407837587","38.3073649686552","67.334381221912","35.0994103437512","26.2988726197287","26.1184961524741","26.6376531682484","24.4371847177646"
"2006","Feb","76.4547947844759","47.2362903294699","26.5977595274115","49.6763996138996","84.6016963159667","40.8449257016647","31.4277060062096","32.4844278943805","31.3279780786224","31.5275658611368"
"2006","Mar","95.8243320887989","58.4974657073827","34.9194449450351","62.1175737949931","109.987505054946","48.3752755168738","33.6683515303956","35.2828823319573","41.9294165826612","38.8451448812662"
"2006","Apr","100.344201595215","64.2958828344017","38.6761554088369","77.5995602745602","114.665748895072","46.6103191694241","44.1698121016472","39.1021985255397","39.2698502604166","50.6234626005743"
"2006","May","105.061130438678","68.12705701748651","39.0773767591212","81.2716921991115","118.728893758765","52.8309252442425","47.1266451452694","44.0916908729552","44.1170362903225","53.9933987394999"
"2006","Jun","104.931859358904","74.0513367986531","38.6796935838835","79.4584298584298","117.784097386059","52.4160649565431","49.0285343035343","42.5328199052132","43.9423111979166","73.4571643461192"
"2006","Jul","86.368610309097","71.2907163622173","45.9008674301775","76.9018038776103","91.7182962232376","48.5899738816262","48.8725102273489","38.8554374968149","44.9497983870967","85.5210053233729"
"2006","Aug","81.0704415881344","67.4891212631168","47.2411767092716","68.8090256154772","80.6943875663522","48.5052036237405","46.234967675968","43.4717041227131","42.3318233366935","78.5294782585747"
"2006","Sep","90.9885011246677","62.9148234886574","46.3117232704402","76.9091698841698","101.179434788568","51.5564307096319","43.5610012515644","37.5274354923644","43.3979166666666","51.6627270020839"
"2006","Oct","100.551321713599","64.948265158911","46.3945222154595","80.5717871775636","113.622913688502","48.3748854012235","55.4704509669344","45.4137236915864","49.6656462927111","43.0666638568837"
"2006","Nov","81.2248290257694","51.8629912415296","38.5954716981132","61.4816040548598","92.5374482790962","42.1002271526677","37.6194743429286","32.4278436018957","40.7641595219537","34.1322250242128"
"2006","Dec","58.801991918368","38.5302123273816","24.521574669634","39.4029565083578","63.1315398051697","32.5048882788072","28.4009043562517","26.7688809050603","28.3038430593618","26.3934747101745"
"2007","Jan","68.0553661945297","41.6884249214168","23.5212159749565","43.7262007809644","71.9996974424661","39.0078361591974","26.9986273164035","29.116559649391","27.8956327156613","25.4755055802034"
"2007","Feb","78.9470610295853","49.1351425542387","27.2204140943716","52.6747699974444","92.2129629058616","44.1575355863853","32.4036921151439","33.7920616113744","32.054977174034","32.52708549637"
"2007","Mar","99.251956497562","61.8033368941398","37.4483928032804","62.295833573778","114.943258557383","53.3067743974122","36.4287536840405","36.1128777455027","42.6041661428607","42.665402180643"
"2007","Apr","103.483979829908","67.5641823018489","43.5753011540729","75.8160803021268","120.10797106137","51.8735019715533","45.3894512694512","40.9893628225381","40.4817191364213","55.3923744850378"
"2007","May","110.230738148411","73.1118880773553","40.5736669193833","83.6889222305576","126.189156351275","59.0780185547706","49.3392565586113","45.5864037099322","47.33584739678","60.5477806068936"
"2007","Jun","104.72521562887","76.9219813798158","42.060425567563","80.8425760286225","118.609664249261","56.5133966578715","49.3288452088452","40.9795023696682","48.9921596149989","80.5489875833129"
"2007","Jul","88.9671429793787","73.5357557618741","45.628209389618","78.9997595552734","98.3617912154029","54.458995659205","47.760038043909","39.4217245069561","47.9090797363467","87.554029884034"
"2007","Aug","85.0990181636471","71.7793773911993","52.3767626038246","71.3822494085059","87.1132694055365","53.7869537833007","47.8579773321708","43.9905085868623","46.637119546122904","83.8054976561667"
"2007","Sep","94.0022221222617","64.9814513224712","47.0872671324018","72.5738521168753","106.728445862244","55.7992506596306","47.0885339885339","40.5853002070393","44.7049146161086","53.0240265164784"
"2007","Oct","109.815905907463","70.2767267724879","45.0171901528013","84.0345374805239","133.121546024691","54.3778634445397","55.0010065784259","43.4881661991584","51.7049578445747","48.3145163470805"
"2007","Nov","81.387540887422","52.3955733855749","35.7122482131254","64.5579805207712","91.9675807576932","43.4672194437132","38.3361506961506","33.1989906832298","40.3844629329004","35.3815352135549"
"2007","Dec","59.7016136094624","38.7667836756736","22.2142834685279","38.6655221497682","63.971518354257","34.1092902206862","26.5874455100261","25.3746243237828","28.9598148826979","25.5020806862332"
"2008","Jan","69.5985097936177","42.6025174926062","21.730459661699","40.5051262815703","73.3146316389928","40.8283003098327","27.5039866846318","29.5585929673412","29.2042247067448","25.2173225639842"
"2008","Feb","78.7414346878454","49.9293290447974","27.9681958497684","51.5624201380015","89.990058679536","46.390547820507","34.0365917865917","35.6378244232475","38.1946747448979","32.4854207700923"
"2008","Mar","97.2196586865137","60.9261590311311","36.9882198040506","64.2615269201915","113.675378470861","52.5011334004854","36.5437320344937","35.2486851332398","44.0798269271051","40.9455844372886"
"2008","Apr","113.640552938707","68.9561908812722","35.7389222515813","80.2854899622341","134.063883418398","51.7521474078271","47.2700577557755","37.7802406832298","43.6993235930735","48.2781493426386"
"2008","May","104.317502754417","69.2836174355632","39.2909155877232","83.813184065247","123.774242551164","55.3116364178313","49.1454886617694","43.1769810659186","49.4275502723083","54.9435551839919"
"2008","Jun","105.802195669053","74.087078064265","38.8480556210228","78.0864241701451","119.268302430267","53.4825646775042","47.568209570957","41.6145324451023","49.3832066666666","71.2774678863712"
"2008","Jul","92.3475458113366","72.9018823051187","45.5106323128036","75.205561005636","105.587488491768","51.439544549694","46.5563478122005","38.4728755282825","48.6809612903225","83.0030251444529"
"2008","Aug","77.2388208043506","67.5969377896023","50.5223720374275","78.9190951584049","83.736317295034","48.3895209135177","47.6824337272436","46.5351591413767","46.3015870967741","81.0231191662676"
"2008","Sep","94.5195897369667","60.3988204172512","38.3924238848241","64.3779169151262","108.554396688301","52.4476","39.4618966908797","40.0242659758203","45.2481666666666","42.6589716821088"
"2008","Oct","103.74106751029","64.6394916272354","42.2971822729106","88.0881855079154","125.88156776706","47.6418361683689","56.2175661954229","51.0059334781881","52.7034580645161","40.6648877913576"
"2008","Nov","73.6507965778244","47.0362445374373","34.7253960821041","60.1204929437487","87.0028524097414","38.4696792521388","33.2287519747235","33.9032445102393","40.9301312968917","30.6057111648591"
"2008","Dec","57.5500675124002","36.5733567517462","21.2816821625214","36.7784734645199","62.729396898749","28.9742023896733","26.9116648830454","27.5108402378166","30.3641025308577","24.0798763105601"
"2009","Jan","77.5805354213191","44.2011452413198","20.1684277309083","42.0539269432742","94.4424534035656","34.0225276554638","25.8208148601131","29.0147919104128","27.8401423607509","25.7984729549017"
"2009","Feb","71.9200008485722","45.6637793020059","25.9894638258019","46.0978934987168","84.8340867214708","37.7279989603923","29.9138794854434","36.2583668182298","34.893467214056","32.4461200236785"
"2009","Mar","86.2501858340573","53.8186645014958","30.2942878074939","56.7426791578134","105.376371317044","42.1758633486239","31.3684757682311","34.32025262052","38.9761111399232","38.9074094034426"
"2009","Apr","95.4968717013051","60.4615482662348","35.453976430188","77.1492015968063","112.920202605498","41.136732118918","41.69051342812","39.3153846153846","37.5306723779854","47.8098390664327"
"2009","May","88.0403018162591","58.7913741540803","38.8763302391975","78.4901390766853","103.966979012879","41.1052799614469","44.9894205778932","46.3488075544527","42.7416010399313","48.7117657267796"
"2009","Jun","94.81180353492","64.9367020197237","38.8957933348942","80.4479840319361","113.362785965611","39.9278104575163","44.1244312796208","44.9175500129903","43.1005151278038","62.5441926724318"
"2009","Jul","77.1875070336449","64.5083174164297","42.636724798151","73.9157040757195","89.9835927901736","42.0110051057886","42.2008079422813","42.1395167575993","44.545074208693","78.2377013854917"
"2009","Aug","70.4901177611748","59.702180932015","43.1660104794801","66.7989182924473","79.273731648242","38.1681078487498","39.0621534195933","42.379767681593","39.462498106921","72.7932835417659"
"2009","Sep","80.8018665123297","55.1935601873253","43.6294086509376","70.5411676646706","94.3519026279065","38.783148654705","36.6897720271102","43.2494803845154","45.4704588105869","45.9723884763785"
"2009","Oct","88.7841731198045","57.1950305126411","44.2873953515602","87.8812536217886","109.159402013313","38.4715622236588","52.902607179059","52.2329595454202","47.0260707285149","37.7523596102318"
"2009","Nov","65.3175737771877","42.528584846866","29.5532138535995","57.8890518962075","78.7398234460522","31.7772855004734","30.3075477510782","32.1100805404001","33.4074419206626","30.4752446282659"
